,Interest,Skill_Level,Work_Style,Education,Personality,Problem_Solving,Tech,Communication,Leadership,Creativity,Career
1410,Science,Advanced,Solo,High School,Leader,Analytical,High,Average,Strong,Exceptional,Technical Writer
1411,Business,,Remote,Diploma,Doer,Practical,High,Average,Collaborative,Exceptional,System Architect
1412,Art,Beginner,Office,Masters,Doer,Practical,Low,Poor,Moderate,Exceptional,IoT Specialist
1413,Technology,Advanced,Office,Diploma,Thinker,Logical,Very High,Fluent,Collaborative,Very High,Data Engineer
1414,Technology,Beginner,Flexible,Diploma,Doer,Logical,Very High,Fluent,Visionary,Medium,Algorithm Engineer
1415,Business,Beginner,Team,Bachelors,Extrovert,Analytical,Medium,Outstanding,Visionary,High,Data Scientist
1416,Art,Expert,Solo,Bachelors,Extrovert,Logical,Medium,Excellent,Visionary,Medium,Data Analyst
1417,Art,Beginner,Flexible,Masters,Thinker,Practical,Very High,Poor,Visionary,Very High,Product Manager
1418,Science,Advanced,Team,High School,Introvert,Creative,,Excellent,Visionary,Medium,Computer Vision Engineer
1419,Science,Expert,Flexible,Diploma,Extrovert,Intuitive,Very High,Outstanding,Strong,Exceptional,IoT Specialist
1420,Medicine,,Team,Bachelors,Introvert,Creative,High,Poor,,Medium,Speech Recognition Specialist
1421,Medicine,Beginner,Solo,PhD,Thinker,Practical,High,Outstanding,Moderate,Exceptional,Robotics Engineer
1422,Medicine,Intermediate,Solo,PhD,Extrovert,Practical,Low,Fluent,Strong,Very High,Data Analyst
1423,Medicine,,Flexible,Bachelors,Doer,Analytical,Medium,Poor,Collaborative,Exceptional,ML Engineer
1424,Art,,Solo,Masters,Thinker,Analytical,,Outstanding,,High,Computer Vision Engineer
1425,Technology,Expert,Flexible,High School,Introvert,Logical,,Fluent,Strong,Very High,Cloud Architect
1426,Science,Advanced,Remote,Bachelors,Extrovert,Logical,High,Excellent,Moderate,Very High,Business Analyst
1427,Medicine,Beginner,Remote,Bachelors,Doer,Creative,Medium,Outstanding,,High,Business Analyst
1428,Science,Expert,Team,PhD,Introvert,Logical,,Poor,,Exceptional,QA Engineer
1429,Science,Intermediate,Office,PhD,Introvert,Logical,High,Excellent,Visionary,Exceptional,System Architect
1430,Technology,Advanced,Remote,High School,Doer,Intuitive,Very High,Poor,,Very High,Cybersecurity Analyst
1431,Technology,Intermediate,Flexible,Masters,Introvert,Intuitive,High,Average,Strong,Medium,Network Engineer
1432,Technology,Expert,Office,Bachelors,Introvert,Analytical,Very High,Fluent,Strong,High,Computer Vision Engineer
1433,Technology,Intermediate,Solo,Bachelors,Doer,Practical,Low,Excellent,Strong,Low,Data Engineer
1434,Art,Beginner,Flexible,Masters,Extrovert,Logical,,Excellent,Strong,Low,Full Stack Developer
1435,Medicine,Intermediate,Team,Diploma,Introvert,Creative,Medium,Outstanding,Moderate,Very High,Automation Engineer
1436,Science,Beginner,Remote,High School,Doer,Intuitive,Very High,Outstanding,,Very High,Solutions Architect
1437,Medicine,Advanced,Office,Diploma,Doer,Intuitive,Very High,Poor,Strong,Exceptional,System Architect
1438,Medicine,,Team,Masters,Introvert,Analytical,Very High,Average,Visionary,Medium,AI Ethics Researcher
1439,Medicine,Intermediate,Office,Bachelors,Leader,Creative,Very High,Excellent,Collaborative,Exceptional,AI Ethics Researcher
1440,Business,,Solo,PhD,Introvert,Practical,Very High,Average,Visionary,High,Blockchain Developer
1441,Business,Beginner,Solo,Bachelors,Thinker,Creative,Very High,Fluent,Collaborative,High,Cybersecurity Analyst
1442,Science,Expert,Flexible,PhD,Extrovert,Logical,Medium,Fluent,Collaborative,High,Financial Analyst
1443,Art,Intermediate,Solo,High School,Introvert,Analytical,,Average,Collaborative,High,ML Engineer
1444,Business,Beginner,Solo,Masters,Extrovert,Analytical,Very High,Average,Visionary,Exceptional,Data Engineer
1445,Business,Intermediate,Flexible,Masters,Extrovert,Analytical,Low,Poor,,Low,Technical Writer
1446,Medicine,Beginner,Office,PhD,Introvert,Practical,Very High,Excellent,,High,NLP Engineer
1447,Art,Advanced,Team,High School,Thinker,Logical,Medium,Outstanding,Visionary,High,Network Engineer
1448,Technology,,Remote,Diploma,Introvert,Intuitive,High,Poor,,Very High,Business Analyst
1449,Technology,Advanced,Office,High School,Thinker,Practical,Very High,Excellent,Visionary,Medium,Web Developer
1450,Technology,,Office,Masters,Thinker,Practical,High,Average,Visionary,High,Virtual Reality Developer
1451,Art,Advanced,Solo,Masters,Extrovert,Creative,Very High,Outstanding,Collaborative,Low,Deep Learning Engineer
1452,Science,Advanced,Solo,Masters,Thinker,Creative,,Fluent,Collaborative,Very High,Solutions Architect
1453,Technology,,Remote,PhD,Leader,Logical,Medium,Poor,,High,Business Analyst
1454,Technology,,Flexible,High School,Thinker,Practical,,Poor,Moderate,Medium,AI Ethics Researcher
1455,Medicine,Intermediate,Office,Diploma,Extrovert,Creative,High,Outstanding,Collaborative,Medium,Solutions Architect
1456,Art,Advanced,Solo,Masters,Leader,Creative,Low,Excellent,Moderate,Medium,Hardware Engineer
1457,Art,Advanced,Flexible,Masters,Leader,Practical,High,Outstanding,Visionary,Exceptional,Augmented Reality Developer
1458,Art,Beginner,Solo,PhD,Extrovert,Logical,Low,Outstanding,Visionary,Very High,Augmented Reality Developer
1459,Business,,Flexible,High School,Leader,Logical,Very High,Outstanding,Moderate,Low,Full Stack Developer
1460,Business,Advanced,Office,PhD,Leader,Creative,,Outstanding,Collaborative,High,QA Engineer
1461,Art,,Solo,High School,Introvert,Logical,Low,Average,Visionary,Low,Business Analyst
1462,Science,Advanced,Remote,High School,Thinker,Practical,Very High,Fluent,Visionary,Exceptional,Hardware Engineer
1463,Medicine,Expert,Solo,High School,Leader,Logical,Very High,Average,,Very High,ML Engineer
1464,Medicine,,Remote,PhD,Doer,Logical,Very High,Excellent,Collaborative,Exceptional,AI Ethics Researcher
1465,Science,Beginner,Remote,Bachelors,Thinker,Logical,Very High,Outstanding,Moderate,Exceptional,Research Scientist
1466,Science,Expert,Flexible,Bachelors,Doer,Logical,,Average,Visionary,High,ML Engineer
1467,Art,Beginner,Flexible,Bachelors,Doer,Creative,High,Poor,Visionary,Exceptional,Full Stack Developer
1468,Science,Beginner,Flexible,Diploma,Introvert,Analytical,High,Fluent,,Low,Cybersecurity Analyst
1469,Art,Expert,Remote,Bachelors,Introvert,Practical,High,Excellent,Collaborative,High,Cloud Architect
1470,Medicine,Expert,Solo,High School,Extrovert,Intuitive,Very High,Average,Collaborative,High,Deep Learning Engineer
1471,Technology,,Office,Bachelors,Thinker,Analytical,,Fluent,Collaborative,Very High,Hardware Engineer
1472,Technology,Advanced,Remote,PhD,Thinker,Logical,Low,Average,,High,Augmented Reality Developer
1473,Art,Expert,Office,PhD,Doer,Creative,Very High,Fluent,Collaborative,Low,Embedded Systems Engineer
1474,Medicine,Beginner,Flexible,PhD,Extrovert,Logical,Medium,Fluent,Strong,Very High,Deep Learning Engineer
1475,Art,,Flexible,High School,Introvert,Logical,,Fluent,Moderate,Very High,Cloud Architect
1476,Science,Advanced,Team,Diploma,Leader,Analytical,,Excellent,Visionary,Low,DevOps Engineer
1477,Technology,Beginner,Team,High School,Leader,Practical,Very High,Average,Visionary,Medium,Virtual Reality Developer
1478,Technology,,Flexible,Masters,Thinker,Practical,High,Average,Collaborative,Exceptional,Full Stack Developer
1479,Science,Expert,Flexible,Bachelors,Thinker,Logical,Low,Fluent,Visionary,Exceptional,Robotics Engineer
1480,Science,Beginner,Remote,Masters,Doer,Logical,,Average,Collaborative,Exceptional,Web Developer
1481,Art,Expert,Solo,Diploma,Thinker,Practical,High,Poor,Visionary,Low,IoT Specialist
1482,Science,Expert,Office,High School,Extrovert,Intuitive,Medium,Outstanding,Moderate,Medium,Solutions Architect
1483,Medicine,Expert,Solo,Bachelors,Introvert,Intuitive,,Outstanding,Strong,High,Cybersecurity Analyst
1484,Business,Expert,Flexible,Masters,Doer,Creative,Low,Excellent,Strong,Low,Database Administrator
1485,Business,Intermediate,Team,Diploma,Leader,Intuitive,High,Fluent,Visionary,Very High,Deep Learning Engineer
1486,Art,Beginner,Team,PhD,Thinker,Intuitive,Very High,Excellent,Moderate,Exceptional,Financial Analyst
1487,Business,Advanced,Team,High School,Thinker,Practical,High,Outstanding,Collaborative,High,Network Engineer
1488,Medicine,,Remote,PhD,Doer,Intuitive,Very High,Average,Collaborative,Low,DevOps Engineer
1489,Science,Beginner,Office,Masters,Extrovert,Logical,Very High,Fluent,,Exceptional,Computer Vision Engineer
1490,Art,Advanced,Solo,High School,Thinker,Intuitive,High,Poor,Strong,High,Cloud Architect
1491,Medicine,Intermediate,Remote,PhD,Doer,Intuitive,Low,Average,Strong,Low,AI Researcher
1492,Medicine,Advanced,Solo,Diploma,Doer,Logical,Medium,Outstanding,Strong,Exceptional,IoT Specialist
1493,Art,Advanced,Flexible,Diploma,Doer,Intuitive,High,Outstanding,Strong,Exceptional,ML Engineer
1494,Business,Expert,Team,PhD,Leader,Creative,Low,Excellent,Moderate,Very High,QA Engineer
1495,Technology,Expert,Office,PhD,Introvert,Analytical,Medium,Excellent,,Very High,Blockchain Developer
1496,Business,Intermediate,Flexible,Bachelors,Leader,Creative,Low,Average,Moderate,High,ML Engineer
1497,Science,Advanced,Flexible,High School,Doer,Logical,Very High,Excellent,Moderate,Low,NLP Engineer
1498,Art,Intermediate,Solo,PhD,Introvert,Logical,Low,Poor,Strong,High,Bioinformatics Scientist
1499,Science,Beginner,Remote,Masters,Leader,Creative,High,Average,,Very High,Computer Vision Engineer
1500,Business,Advanced,Flexible,Bachelors,Introvert,Analytical,,Excellent,,Exceptional,Cloud Architect
1501,Technology,Intermediate,Team,Bachelors,Leader,Analytical,Low,Poor,Strong,Very High,Computer Vision Engineer
1502,Medicine,Intermediate,Flexible,Diploma,Doer,Logical,Very High,Outstanding,,High,Blockchain Developer
1503,Art,,Team,PhD,Introvert,Practical,Very High,Average,Strong,Exceptional,Web Developer
1504,Technology,Expert,Remote,Bachelors,Thinker,Creative,,Outstanding,Visionary,Very High,Bioinformatics Scientist
1505,Technology,Beginner,Flexible,High School,Thinker,Creative,Very High,Excellent,Strong,Exceptional,Automation Engineer
1506,Science,Beginner,Team,Masters,Extrovert,Logical,Low,Excellent,Moderate,Low,Solutions Architect
1507,Business,Advanced,Flexible,Masters,Thinker,Practical,Low,Poor,Moderate,High,Augmented Reality Developer
1508,Science,Advanced,Flexible,PhD,Extrovert,Logical,Very High,Outstanding,Strong,Exceptional,Speech Recognition Specialist
1509,Medicine,Expert,Office,Bachelors,Thinker,Creative,,Outstanding,Visionary,High,Software Engineer
1510,Technology,Beginner,Remote,PhD,Extrovert,Logical,High,Excellent,Moderate,Low,Data Engineer
1511,Technology,,Solo,Masters,Extrovert,Intuitive,Very High,Fluent,Collaborative,Very High,Embedded Systems Engineer
1512,Art,Beginner,Flexible,Masters,Thinker,Analytical,Low,Outstanding,,Exceptional,Automation Engineer
1513,Medicine,Advanced,Office,Diploma,Leader,Creative,Low,Excellent,Collaborative,Low,Solutions Architect
1514,Medicine,Expert,Remote,Diploma,Extrovert,Creative,Low,Average,Strong,Very High,Algorithm Engineer
1515,Science,Intermediate,Team,Diploma,Thinker,Analytical,Low,Excellent,,Very High,Network Engineer
1516,Medicine,Beginner,Remote,High School,Introvert,Practical,Low,Average,Moderate,Very High,Data Analyst
1517,Science,Advanced,Team,Diploma,Introvert,Logical,,Excellent,Collaborative,Exceptional,Hardware Engineer
1518,Technology,Intermediate,Team,Bachelors,Thinker,Practical,High,Fluent,Visionary,Exceptional,Research Scientist
1519,Science,Advanced,Remote,Diploma,Introvert,Intuitive,,Excellent,,High,Data Scientist
1520,Business,,Office,High School,Doer,Creative,High,Average,,Low,Data Analyst
1521,Art,,Flexible,High School,Leader,Analytical,Medium,Fluent,Collaborative,Very High,Automation Engineer
1522,Science,Expert,Solo,Masters,Extrovert,Creative,Very High,Fluent,,High,Embedded Systems Engineer
1523,Science,Advanced,Team,Masters,Extrovert,Practical,,Fluent,,Exceptional,Virtual Reality Developer
1524,Medicine,Beginner,Office,PhD,Leader,Logical,High,Poor,Strong,Medium,Cybersecurity Analyst
1525,Science,Intermediate,Team,PhD,Leader,Practical,Very High,Fluent,Moderate,High,Product Manager
1526,Science,,Flexible,PhD,Extrovert,Creative,Medium,Poor,Moderate,High,Financial Analyst
1527,Science,Advanced,Flexible,Bachelors,Leader,Logical,Medium,Excellent,Visionary,Exceptional,Embedded Systems Engineer
1528,Art,Expert,Office,Bachelors,Thinker,Practical,Low,Outstanding,Visionary,Very High,Blockchain Developer
1529,Science,Beginner,Team,Diploma,Thinker,Logical,,Average,Collaborative,Low,Data Scientist
1530,Art,Beginner,Team,PhD,Thinker,Practical,Low,Average,,Very High,Computer Vision Engineer
1531,Medicine,Advanced,Office,Masters,Thinker,Logical,Medium,Fluent,,Low,Cloud Architect
1532,Business,Advanced,Office,Masters,Leader,Intuitive,High,Outstanding,Collaborative,Very High,Augmented Reality Developer
1533,Technology,Beginner,Remote,Masters,Introvert,Creative,High,Fluent,Moderate,High,Augmented Reality Developer
1534,Science,Advanced,Flexible,Diploma,Leader,Logical,Very High,Average,Moderate,Very High,Data Engineer
1535,Art,Beginner,Solo,Masters,Doer,Analytical,Very High,Average,Collaborative,Low,UI/UX Designer
1536,Science,Expert,Flexible,Diploma,Introvert,Creative,High,Outstanding,Strong,High,Web Developer
1537,Science,,Remote,Bachelors,Extrovert,Intuitive,High,Outstanding,,Low,Technical Writer
1538,Medicine,Expert,Team,Masters,Extrovert,Creative,High,Poor,Visionary,Medium,Data Analyst
1539,Business,Advanced,Solo,High School,Thinker,Logical,Very High,Average,Moderate,Exceptional,Augmented Reality Developer
1540,Science,,Flexible,PhD,Introvert,Analytical,High,Fluent,,Exceptional,Financial Analyst
1541,Science,Beginner,Remote,Bachelors,Introvert,Creative,Low,Fluent,,High,Data Scientist
1542,Business,Intermediate,Team,Diploma,Thinker,Logical,High,Average,Moderate,Medium,Game Developer
1543,Technology,Advanced,Office,Bachelors,Leader,Logical,Low,Average,Strong,Exceptional,AI Researcher
1544,Science,Expert,Office,Masters,Introvert,Practical,High,Average,Strong,Exceptional,Blockchain Developer
1545,Business,,Team,High School,Leader,Intuitive,Medium,Fluent,Moderate,High,Deep Learning Engineer
1546,Business,Beginner,Remote,Diploma,Introvert,Intuitive,Very High,Fluent,Moderate,Very High,ML Engineer
1547,Art,,Flexible,High School,Thinker,Intuitive,Very High,Excellent,Moderate,Very High,Blockchain Developer
1548,Technology,Intermediate,Remote,Masters,Extrovert,Logical,,Excellent,Moderate,High,Cloud Architect
1549,Medicine,,Flexible,Bachelors,Leader,Analytical,Very High,Fluent,Collaborative,Very High,AI Researcher
1550,Science,Advanced,Team,Diploma,Doer,Practical,,Excellent,,Low,Financial Analyst
1551,Technology,Beginner,Remote,Masters,Doer,Logical,Very High,Outstanding,Collaborative,Medium,IoT Specialist
1552,Medicine,,Remote,Masters,Thinker,Analytical,Low,Fluent,,Very High,NLP Engineer
1553,Medicine,Beginner,Team,Bachelors,Thinker,Practical,High,Poor,Strong,Low,Robotics Engineer
1554,Business,Beginner,Remote,High School,Leader,Creative,Very High,Average,,Low,Computer Vision Engineer
1555,Business,Expert,Team,PhD,Doer,Logical,High,Outstanding,Strong,Exceptional,Cybersecurity Analyst
1556,Technology,Advanced,Team,High School,Thinker,Logical,High,Fluent,Collaborative,Low,Game Developer
1557,Technology,Expert,Remote,PhD,Extrovert,Creative,Low,Poor,Strong,Low,Data Analyst
1558,Technology,Intermediate,Office,Diploma,Thinker,Logical,,Average,,Very High,Business Analyst
1559,Science,,Remote,Diploma,Thinker,Creative,Medium,Average,,Very High,AI Ethics Researcher
1560,Business,Expert,Flexible,PhD,Thinker,Creative,High,Outstanding,Collaborative,Low,Product Manager
1561,Medicine,Intermediate,Solo,Masters,Extrovert,Intuitive,Medium,Outstanding,Visionary,Low,Algorithm Engineer
1562,Art,Advanced,Solo,Bachelors,Leader,Creative,High,Fluent,,Exceptional,QA Engineer
1563,Business,Intermediate,Remote,High School,Leader,Creative,Very High,Average,,Very High,Data Engineer
1564,Business,Intermediate,Office,High School,Thinker,Analytical,Low,Poor,Collaborative,Very High,AI Researcher
1565,Art,Expert,Remote,PhD,Extrovert,Creative,Medium,Excellent,,Exceptional,Virtual Reality Developer
1566,Science,Beginner,Team,High School,Introvert,Creative,Very High,Outstanding,Strong,Very High,AI Researcher
1567,Technology,Advanced,Team,Diploma,Extrovert,Intuitive,Medium,Excellent,Visionary,Low,Automation Engineer
1568,Business,Advanced,Flexible,High School,Introvert,Intuitive,Medium,Poor,Strong,Very High,Research Scientist
1569,Technology,Advanced,Team,Bachelors,Extrovert,Logical,Very High,Average,,Medium,Research Scientist
1570,Business,Advanced,Office,Masters,Extrovert,Practical,Medium,Average,Visionary,Very High,Network Engineer
1571,Business,Expert,Solo,PhD,Doer,Practical,High,Poor,,Low,Mobile App Developer
1572,Medicine,Advanced,Solo,Masters,Extrovert,Intuitive,Very High,Average,Moderate,High,NLP Engineer
1573,Business,Beginner,Flexible,High School,Doer,Practical,Low,Poor,Strong,Low,Research Scientist
1574,Business,Expert,Team,Bachelors,Introvert,Logical,,Average,Strong,Medium,AI Researcher
1575,Science,Expert,Team,High School,Leader,Logical,Low,Average,Collaborative,Medium,Computer Vision Engineer
1576,Art,Beginner,Remote,Diploma,Extrovert,Practical,High,Fluent,Strong,Very High,Robotics Engineer
1577,Medicine,,Solo,Diploma,Thinker,Practical,Medium,Excellent,Visionary,Very High,Speech Recognition Specialist
1578,Business,Advanced,Solo,PhD,Thinker,Practical,,Outstanding,Strong,Low,Network Engineer
1579,Art,Expert,Flexible,High School,Extrovert,Intuitive,High,Poor,Collaborative,Low,Embedded Systems Engineer
1580,Business,Expert,Solo,Bachelors,Introvert,Intuitive,,Poor,Strong,Low,Database Administrator
1581,Technology,,Flexible,High School,Thinker,Logical,,Fluent,Strong,Medium,NLP Engineer
1582,Science,Intermediate,Team,Diploma,Leader,Practical,Medium,Excellent,Strong,Exceptional,Embedded Systems Engineer
1583,Medicine,Advanced,Remote,PhD,Thinker,Practical,Medium,Fluent,Strong,Low,Data Scientist
1584,Science,Intermediate,Team,PhD,Thinker,Intuitive,Very High,Excellent,Visionary,Medium,Virtual Reality Developer
1585,Technology,Beginner,Remote,High School,Doer,Practical,High,Poor,,Low,Bioinformatics Scientist
