Interest,Skill_Level,Work_Style,Education,Personality,Problem_Solving,Tech,Communication,Leadership,Creativity,Career
Business,Advanced,Office,Bachelors,Thinker,Logical,Low,Average,None,Medium,Software Engineer
Technology,Intermediate,Flexible,Masters,Introvert,Creative,Medium,Average,Moderate,Medium,Software Engineer
Medicine,Advanced,Solo,PhD,Extrovert,Intuitive,High,Outstanding,Visionary,Low,Graphic Designer
Art,Expert,Solo,Masters,Thinker,Creative,Very High,Excellent,Moderate,Medium,Marketing Manager
Business,Intermediate,Flexible,Masters,Thinker,Creative,Low,Poor,Collaborative,Medium,Software Engineer
Technology,Advanced,Remote,Masters,Extrovert,Practical,Low,Excellent,Moderate,Low,Doctor
Technology,None,Office,Diploma,Extrovert,Analytical,None,Average,Collaborative,Exceptional,Graphic Designer
Medicine,Intermediate,Office,Bachelors,Extrovert,Analytical,High,Excellent,Collaborative,Very High,Data Scientist
Technology,None,Remote,Bachelors,Introvert,Intuitive,Low,Average,Moderate,Very High,Graphic Designer
Medicine,None,Remote,Bachelors,Introvert,Practical,High,Outstanding,Visionary,Low,Doctor
Technology,Beginner,Team,PhD,Introvert,Practical,Medium,Average,Visionary,Exceptional,Marketing Manager
Medicine,Expert,Team,PhD,Introvert,Creative,Very High,Average,Collaborative,High,Graphic Designer
Business,Intermediate,Team,PhD,Thinker,Analytical,Very High,Fluent,Strong,High,Marketing Manager
Art,Expert,Solo,Bachelors,Doer,Intuitive,Medium,Outstanding,None,Exceptional,Graphic Designer
Technology,Advanced,Remote,Diploma,Leader,Analytical,None,Outstanding,Visionary,Medium,Software Engineer
Technology,Intermediate,Remote,Masters,Leader,Creative,Low,Average,None,Very High,Graphic Designer
Art,Beginner,Team,High School,Leader,Analytical,High,Poor,Moderate,Medium,Data Scientist
Medicine,Expert,Solo,PhD,Extrovert,Intuitive,Very High,Average,Collaborative,Medium,Graphic Designer
Art,Advanced,Flexible,Bachelors,Doer,Analytical,None,Excellent,Moderate,High,Marketing Manager
Medicine,Advanced,Remote,Diploma,Leader,Intuitive,Medium,Average,Moderate,Exceptional,Doctor
Science,Intermediate,Flexible,PhD,Extrovert,Creative,None,Outstanding,Visionary,Very High,Graphic Designer
Art,Beginner,Office,Diploma,Extrovert,Creative,Low,Poor,Collaborative,Very High,Graphic Designer
Medicine,Expert,Flexible,Bachelors,Leader,Creative,Low,Fluent,Visionary,Low,Software Engineer
Art,Beginner,Team,Masters,Leader,Creative,Low,Fluent,Visionary,Low,Data Scientist
Medicine,Advanced,Remote,High School,Introvert,Analytical,None,Average,Moderate,Exceptional,Software Engineer
Medicine,Expert,Flexible,Masters,Introvert,Logical,High,Fluent,Collaborative,Exceptional,Doctor
Business,None,Solo,Masters,Thinker,Analytical,Low,Outstanding,Visionary,High,Graphic Designer
Science,Advanced,Flexible,High School,Leader,Practical,Low,Fluent,Collaborative,Exceptional,Data Scientist
Science,None,Team,Diploma,Extrovert,Intuitive,Very High,Fluent,Collaborative,Very High,Marketing Manager
Technology,Expert,Team,High School,Extrovert,Practical,High,Excellent,Moderate,Very High,Software Engineer
Technology,Beginner,Office,Diploma,Extrovert,Practical,Very High,Excellent,Moderate,Exceptional,Doctor
Business,None,Solo,High School,Doer,Creative,High,Poor,Collaborative,Medium,Software Engineer
Art,Advanced,Office,PhD,Introvert,Intuitive,Very High,Poor,Visionary,Medium,Software Engineer
Science,None,Remote,Bachelors,Extrovert,Logical,None,Fluent,Visionary,Very High,Doctor
Technology,Beginner,Office,High School,Extrovert,Practical,None,Average,Visionary,Medium,Graphic Designer
Medicine,None,Flexible,PhD,Thinker,Practical,None,Fluent,None,Medium,Graphic Designer
Medicine,None,Flexible,Diploma,Doer,Practical,Very High,Excellent,Strong,Exceptional,Doctor
Art,Expert,Flexible,PhD,Thinker,Creative,Low,Poor,Moderate,High,Software Engineer
Technology,Advanced,Solo,High School,Doer,Intuitive,High,Fluent,Moderate,High,Graphic Designer
Art,Intermediate,Team,Masters,Doer,Intuitive,Low,Outstanding,Visionary,Exceptional,Data Scientist
Science,None,Team,Bachelors,Introvert,Intuitive,Medium,Excellent,None,Medium,Doctor
Technology,Advanced,Solo,Diploma,Doer,Intuitive,Low,Fluent,Collaborative,High,Software Engineer
Technology,Intermediate,Team,High School,Introvert,Intuitive,Low,Average,Moderate,Medium,Doctor
Business,Beginner,Remote,Masters,Doer,Logical,Low,Poor,Moderate,Low,Software Engineer
Business,Advanced,Flexible,PhD,Leader,Analytical,Low,Poor,Strong,High,Graphic Designer
Medicine,None,Flexible,PhD,Doer,Intuitive,None,Average,None,Medium,Software Engineer
Technology,None,Solo,PhD,Thinker,Practical,None,Excellent,None,Medium,Software Engineer
Business,Intermediate,Remote,High School,Thinker,Logical,High,Excellent,Strong,Medium,Software Engineer
Medicine,Expert,Flexible,High School,Extrovert,Logical,High,Fluent,Strong,Low,Marketing Manager
Business,None,Office,Masters,Extrovert,Intuitive,High,Excellent,None,Low,Software Engineer
Technology,None,Office,Bachelors,Doer,Intuitive,Low,Fluent,Collaborative,Exceptional,Software Engineer
Medicine,None,Team,Diploma,Introvert,Logical,None,Outstanding,None,Medium,Doctor
Science,Intermediate,Flexible,Bachelors,Leader,Intuitive,Low,Fluent,Moderate,Medium,Doctor
Business,None,Remote,High School,Extrovert,Practical,Low,Excellent,Visionary,Low,Data Scientist
Science,None,Flexible,Bachelors,Extrovert,Analytical,None,Outstanding,Collaborative,High,Data Scientist
Technology,Beginner,Flexible,High School,Doer,Practical,Very High,Outstanding,Strong,Low,Graphic Designer
Science,None,Team,High School,Extrovert,Analytical,Medium,Excellent,Collaborative,Medium,Doctor
Science,Intermediate,Office,High School,Leader,Logical,Very High,Outstanding,Moderate,High,Marketing Manager
Science,Advanced,Solo,Masters,Doer,Intuitive,None,Outstanding,None,Medium,Data Scientist
Technology,Intermediate,Solo,High School,Thinker,Analytical,Low,Excellent,Strong,Very High,Software Engineer
Business,None,Team,Diploma,Introvert,Creative,None,Outstanding,None,Very High,Software Engineer
Art,Beginner,Team,Masters,Leader,Intuitive,Medium,Average,Strong,High,Marketing Manager
Science,Advanced,Office,Diploma,Leader,Analytical,High,Average,None,Exceptional,Doctor
Art,None,Remote,Bachelors,Leader,Practical,None,Outstanding,None,Low,Data Scientist
Art,None,Flexible,Bachelors,Leader,Creative,Very High,Fluent,None,High,Doctor
Business,Beginner,Office,High School,Extrovert,Creative,None,Average,None,Very High,Data Scientist
Business,Advanced,Remote,Bachelors,Thinker,Practical,High,Average,Collaborative,Very High,Software Engineer
Technology,Advanced,Office,High School,Doer,Analytical,Low,Excellent,None,Exceptional,Doctor
Technology,Beginner,Flexible,PhD,Extrovert,Practical,Very High,Poor,Moderate,Medium,Doctor
Technology,None,Team,Bachelors,Extrovert,Creative,Medium,Outstanding,Collaborative,Low,Data Scientist
Business,Beginner,Remote,High School,Doer,Analytical,High,Fluent,Collaborative,Low,Graphic Designer
Business,Intermediate,Office,Bachelors,Leader,Analytical,Low,Fluent,None,Low,Software Engineer
Medicine,Advanced,Office,Bachelors,Doer,Logical,Very High,Average,Strong,Low,Software Engineer
Technology,Advanced,Solo,PhD,Leader,Creative,Medium,Poor,Visionary,Exceptional,Doctor
Science,Intermediate,Team,PhD,Thinker,Creative,None,Outstanding,Strong,Medium,Doctor
Business,Expert,Solo,High School,Extrovert,Intuitive,Low,Outstanding,None,Medium,Data Scientist
Science,Intermediate,Team,High School,Thinker,Logical,Medium,Average,Strong,Medium,Marketing Manager
Technology,Beginner,Flexible,Diploma,Extrovert,Creative,High,Outstanding,None,Low,Software Engineer
Medicine,Expert,Office,PhD,Thinker,Intuitive,None,Fluent,Collaborative,Low,Doctor
Technology,Expert,Solo,PhD,Leader,Intuitive,Medium,Average,Visionary,High,Software Engineer
Technology,Beginner,Office,High School,Leader,Analytical,Low,Fluent,Strong,High,Data Scientist
Art,Intermediate,Remote,Diploma,Leader,Intuitive,High,Fluent,Collaborative,Low,Doctor
Technology,None,Solo,Diploma,Leader,Logical,High,Poor,Collaborative,Very High,Marketing Manager
Medicine,Expert,Solo,Bachelors,Introvert,Creative,Low,Poor,Collaborative,Exceptional,Doctor
Science,None,Team,PhD,Introvert,Practical,Very High,Average,Strong,High,Graphic Designer
Technology,Intermediate,Office,Diploma,Leader,Logical,None,Outstanding,Strong,High,Data Scientist
Medicine,Beginner,Solo,High School,Thinker,Practical,Medium,Average,Visionary,High,Doctor
Business,Beginner,Flexible,PhD,Extrovert,Practical,High,Poor,None,Exceptional,Software Engineer
Medicine,Advanced,Remote,Diploma,Thinker,Intuitive,None,Average,Collaborative,Low,Marketing Manager
Science,Advanced,Flexible,Masters,Doer,Analytical,Medium,Fluent,Moderate,High,Software Engineer
Medicine,Expert,Solo,Diploma,Thinker,Creative,High,Poor,Strong,Medium,Doctor
Art,Advanced,Team,Bachelors,Introvert,Practical,Low,Poor,Collaborative,Very High,Data Scientist
Medicine,Beginner,Solo,Diploma,Introvert,Creative,Very High,Outstanding,Strong,Low,Data Scientist
Art,Advanced,Team,Bachelors,Thinker,Analytical,Low,Excellent,Strong,Low,Marketing Manager
Art,Beginner,Flexible,High School,Extrovert,Creative,Very High,Excellent,Strong,Very High,Data Scientist
Medicine,Intermediate,Team,Masters,Introvert,Logical,Very High,Outstanding,Strong,High,Doctor
Science,Expert,Remote,Diploma,Leader,Intuitive,Low,Outstanding,Strong,Exceptional,Software Engineer
Business,Beginner,Office,Bachelors,Leader,Analytical,Very High,Fluent,Moderate,Low,Graphic Designer
Art,Intermediate,Team,PhD,Doer,Practical,Very High,Average,Strong,High,Marketing Manager
Business,Expert,Solo,High School,Introvert,Intuitive,Low,Fluent,Visionary,Exceptional,Software Engineer
Business,Advanced,Team,PhD,Leader,Intuitive,Low,Excellent,Visionary,Very High,Graphic Designer
Technology,Advanced,Team,PhD,Introvert,Logical,None,Outstanding,Visionary,Very High,Software Engineer
Science,Advanced,Office,Bachelors,Introvert,Analytical,None,Outstanding,Collaborative,Very High,Doctor
Technology,Intermediate,Flexible,High School,Leader,Creative,High,Excellent,None,Very High,Graphic Designer
Medicine,Expert,Team,Masters,Extrovert,Analytical,Low,Outstanding,Visionary,High,Doctor
Technology,None,Flexible,Diploma,Doer,Analytical,Very High,Outstanding,Collaborative,High,Doctor
Art,Expert,Office,Diploma,Leader,Logical,High,Average,Moderate,Very High,Data Scientist
Medicine,Expert,Team,Diploma,Thinker,Intuitive,Low,Excellent,None,High,Graphic Designer
Art,Intermediate,Flexible,Masters,Thinker,Analytical,High,Outstanding,Moderate,Exceptional,Marketing Manager
Art,Advanced,Solo,High School,Extrovert,Creative,Low,Poor,Strong,Low,Doctor
Medicine,None,Solo,Diploma,Doer,Intuitive,None,Poor,Collaborative,High,Software Engineer
Art,None,Team,High School,Extrovert,Analytical,None,Excellent,None,Medium,Doctor
Art,Expert,Flexible,Diploma,Extrovert,Analytical,Medium,Poor,Strong,Very High,Marketing Manager
Science,Advanced,Flexible,Diploma,Introvert,Intuitive,Very High,Fluent,None,Exceptional,Software Engineer
Science,Beginner,Solo,Bachelors,Leader,Practical,Medium,Average,None,High,Marketing Manager
Medicine,None,Team,High School,Thinker,Analytical,High,Outstanding,Strong,Very High,Data Scientist
Business,Beginner,Team,Bachelors,Leader,Creative,High,Poor,Strong,Exceptional,Software Engineer
Art,None,Flexible,PhD,Introvert,Creative,None,Poor,Strong,Medium,Data Scientist
Technology,Intermediate,Remote,Masters,Extrovert,Intuitive,None,Outstanding,None,High,Graphic Designer
Art,None,Team,Bachelors,Introvert,Creative,High,Poor,Strong,Exceptional,Software Engineer
Medicine,Advanced,Flexible,Diploma,Doer,Intuitive,Medium,Excellent,Moderate,High,Data Scientist
Business,None,Remote,Bachelors,Doer,Practical,Medium,Poor,Visionary,High,Software Engineer
Medicine,Intermediate,Office,Diploma,Extrovert,Logical,Medium,Poor,Strong,High,Marketing Manager
Art,Expert,Office,Diploma,Introvert,Practical,Medium,Poor,None,Medium,Graphic Designer
Medicine,None,Team,High School,Thinker,Intuitive,None,Poor,None,Low,Software Engineer
Business,Expert,Office,Masters,Leader,Intuitive,Low,Poor,Moderate,Very High,Software Engineer
Technology,Advanced,Team,High School,Doer,Practical,Medium,Excellent,Moderate,Medium,Data Scientist
Medicine,None,Remote,Diploma,Extrovert,Creative,Medium,Average,None,Very High,Software Engineer
Science,Beginner,Solo,PhD,Doer,Creative,Medium,Fluent,Moderate,Very High,Graphic Designer
Art,Intermediate,Solo,Masters,Extrovert,Intuitive,Medium,Poor,Moderate,Exceptional,Software Engineer
Art,Beginner,Office,Bachelors,Extrovert,Logical,High,Outstanding,Collaborative,Very High,Doctor
Technology,Intermediate,Remote,Masters,Introvert,Creative,High,Average,Collaborative,Exceptional,Data Scientist
Medicine,Beginner,Team,Masters,Extrovert,Practical,Low,Outstanding,None,High,Data Scientist
Technology,Expert,Office,Diploma,Thinker,Logical,None,Average,Visionary,Very High,Graphic Designer
Technology,Beginner,Team,Diploma,Introvert,Logical,High,Poor,None,Low,Data Scientist
Science,Beginner,Flexible,High School,Doer,Logical,Very High,Average,Moderate,Medium,Data Scientist
Art,Expert,Office,Masters,Leader,Logical,Medium,Outstanding,Moderate,Medium,Doctor
Business,None,Team,PhD,Doer,Logical,High,Outstanding,Strong,Medium,Software Engineer
Technology,Advanced,Solo,PhD,Doer,Analytical,Medium,Outstanding,None,High,Data Scientist
Technology,None,Flexible,High School,Doer,Practical,Medium,Excellent,None,Very High,Marketing Manager
Art,None,Flexible,Bachelors,Leader,Logical,Very High,Fluent,Strong,Low,Doctor
Science,Expert,Office,Masters,Thinker,Analytical,Medium,Excellent,Collaborative,Very High,Marketing Manager
Science,Expert,Remote,Diploma,Leader,Creative,Very High,Fluent,Strong,Exceptional,Doctor
Science,Advanced,Remote,Bachelors,Thinker,Intuitive,Medium,Excellent,None,Very High,Software Engineer
Medicine,None,Solo,Bachelors,Introvert,Practical,High,Fluent,Collaborative,Low,Marketing Manager
Science,None,Team,Masters,Thinker,Creative,Low,Average,Moderate,High,Marketing Manager
Science,Expert,Flexible,Bachelors,Introvert,Logical,High,Average,Collaborative,Medium,Data Scientist
Business,None,Remote,Bachelors,Leader,Intuitive,Medium,Poor,Strong,Low,Doctor
Business,Intermediate,Flexible,High School,Doer,Logical,Low,Poor,Strong,High,Data Scientist
Business,Intermediate,Flexible,Masters,Extrovert,Creative,Low,Fluent,Moderate,Very High,Marketing Manager
Science,Beginner,Team,Bachelors,Thinker,Analytical,None,Fluent,Collaborative,Very High,Marketing Manager
Art,Advanced,Flexible,Masters,Extrovert,Creative,Very High,Excellent,Collaborative,Exceptional,Marketing Manager
Art,Expert,Remote,Diploma,Extrovert,Analytical,Very High,Fluent,Strong,Low,Graphic Designer
Medicine,None,Team,Bachelors,Thinker,Intuitive,Medium,Fluent,None,High,Marketing Manager
Art,None,Team,Diploma,Thinker,Analytical,Very High,Poor,Moderate,Very High,Doctor
Medicine,None,Flexible,Diploma,Doer,Analytical,Medium,Average,Collaborative,High,Graphic Designer
Art,Expert,Office,High School,Leader,Creative,High,Excellent,Collaborative,Low,Graphic Designer
Business,None,Flexible,PhD,Doer,Logical,Medium,Excellent,None,Exceptional,Graphic Designer
Business,Expert,Office,PhD,Thinker,Logical,None,Average,Collaborative,Low,Marketing Manager
Medicine,Intermediate,Team,PhD,Doer,Analytical,Medium,Average,Strong,High,Data Scientist
Technology,Beginner,Flexible,Masters,Thinker,Intuitive,Very High,Poor,Collaborative,Exceptional,Doctor
Medicine,Beginner,Remote,Diploma,Introvert,Analytical,None,Excellent,Strong,Medium,Marketing Manager
Business,Beginner,Remote,Masters,Introvert,Analytical,High,Excellent,Strong,Low,Marketing Manager
Science,Beginner,Team,Masters,Extrovert,Intuitive,High,Outstanding,None,Very High,Graphic Designer
Medicine,None,Solo,PhD,Introvert,Logical,None,Outstanding,Strong,Medium,Marketing Manager
Business,Advanced,Office,High School,Extrovert,Creative,Low,Excellent,Strong,Low,Doctor
Medicine,None,Office,Diploma,Extrovert,Intuitive,Medium,Outstanding,Moderate,Medium,Graphic Designer
Business,Expert,Team,High School,Thinker,Intuitive,High,Fluent,Visionary,High,Graphic Designer
Science,Expert,Flexible,Masters,Introvert,Analytical,Very High,Fluent,Visionary,Low,Graphic Designer
Art,Beginner,Solo,High School,Leader,Logical,High,Outstanding,Visionary,Very High,Marketing Manager
Science,Advanced,Flexible,Bachelors,Thinker,Practical,Very High,Poor,Moderate,Very High,Doctor
Art,Advanced,Flexible,Bachelors,Thinker,Creative,Low,Outstanding,Visionary,High,Data Scientist
Science,Expert,Office,Bachelors,Leader,Logical,None,Average,None,Medium,Software Engineer
Medicine,Advanced,Flexible,High School,Thinker,Practical,Low,Average,Collaborative,High,Software Engineer
Art,Beginner,Remote,Bachelors,Doer,Intuitive,Very High,Fluent,None,Low,Marketing Manager
Medicine,Advanced,Office,PhD,Introvert,Analytical,High,Excellent,Visionary,Exceptional,Software Engineer
Technology,Intermediate,Flexible,Diploma,Doer,Logical,Low,Fluent,Collaborative,Exceptional,Data Scientist
Technology,Expert,Solo,Diploma,Thinker,Logical,Medium,Poor,Visionary,Medium,Data Scientist
Science,None,Team,Bachelors,Extrovert,Creative,None,Poor,Moderate,Medium,Software Engineer
Business,Intermediate,Remote,Diploma,Doer,Intuitive,Low,Excellent,Moderate,Low,Graphic Designer
Technology,None,Office,High School,Doer,Logical,Low,Outstanding,Visionary,Very High,Data Scientist
Business,Advanced,Office,Diploma,Introvert,Creative,Medium,Fluent,None,Exceptional,Doctor
Art,Expert,Solo,Masters,Extrovert,Creative,None,Excellent,None,High,Software Engineer
Art,Advanced,Remote,Masters,Extrovert,Intuitive,None,Average,Moderate,Low,Marketing Manager
Medicine,None,Remote,PhD,Extrovert,Creative,Very High,Outstanding,Visionary,Low,Software Engineer
Medicine,Advanced,Team,Diploma,Extrovert,Creative,None,Excellent,Visionary,High,Data Scientist
